DY
116
8
energy;maximun;disimilarity;contrast;homogeneity;correlation;entropy;mean
dataset\TRAIN_TEST_Data\Class1\Image_1_49.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_50.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_51.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_52.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_53.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_54.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_55.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_56.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_57.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_58.tif;1;1;0;0;0.015625;0;1;0.015625;1
